_id,INTERSECTION_ID,LINEAR_NAME_FULL_1,LINEAR_NAME_FULL_2,ID,X,Y,LONGITUDE,LATITUDE,OBJECTID,geometry,MID_BLOCK,POLICE_DIVISION_2,POLICE_DIVISION_3,ACTIVATION_DATE,SIDE2,CLIENT_STREET_2,CLIENT_STREET_1,SIDE1,MI_PRINX,PRIVATE_ACCESS,TCS,ADDITIONAL_INFO,POLICE_DIVISION_1,WARD_1,WARD_3,WARD_2,WARD_4,NAME,DISTRICT,RLC,MAIN
21026,13465876,Dundas St W,Bloor St W,63,,,,,63,"{""type"": ""Point"", ""coordinates"": [-79.4524529944122, 43.6563210073069]}",,,,2009-08-11T04:00:00,,BLOOR ST W,DUNDAS ST W,BLOOR ST W,63,,327,,11,Parkdale-High Park(4),,,,Dundas St W And Bloor St W,Toronto and East York,6069,DUNDAS ST W
21027,,,,64,,,,,64,"{""type"": ""Point"", ""coordinates"": [-79.4021950065855, 43.7251010003172]}",,53,,2009-08-05T04:00:00,,LAWRENCE AVE,YONGE ST,LAWRENCE AVE,64,,55,,32,Eglinton-Lawrence(8),,Don Valley West(15),,Yonge St And Lawrence Ave,North York,6070,YONGE ST
21028,13457863,Eglinton Ave W,Spadina Rd,65,,,,,65,"{""type"": ""Point"", ""coordinates"": [-79.4191080086644, 43.7023509956489]}",,53,,2010-01-07T05:00:00,,SPADINA RD,EGLINTON AVE W,SPADINA RD,65,,99,,13,Eglinton-Lawrence(8),,Toronto-St. Paul's(12),,Eglinton Ave W And Spadina Rd,North York,6072,EGLINTON AVE W
21029,13452266,Lawrence Ave E,Don Mills Rd,66,,,,,66,"{""type"": ""Point"", ""coordinates"": [-79.3434479955005, 43.7371730050547]}",,,,2009-09-10T04:00:00,,DON MILLS RD,LAWRENCE AVE E,DON MILLS RD,66,,402,,33,Don Valley East(16),,,,Lawrence Ave E And Don Mills Rd,North York,6074,LAWRENCE AVE E
21030,13443509,Neilson Rd,Sheppard Ave E,67,,,,,67,"{""type"": ""Point"", ""coordinates"": [-79.2176650080531, 43.7981220089414]}",,,,2009-08-04T04:00:00,,SHEPPARD AVE E,NEILSON RD,SHEPPARD AVE E,67,,1222,,42,Scarborough North(23),,Scarborough-Rouge Park(25),,Neilson Rd And Sheppard Ave E,Scarborough,6075,NEILSON RD
21031,13443955,Sheppard Ave E,Malvern St,68,,,,,68,"{""type"": ""Point"", ""coordinates"": [-79.2349310078247, 43.7946620094042]}",,,,2009-08-04T04:00:00,PROGRESS AVE,MALVERN ST,SHEPPARD AVE E,MALVERN ST,68,,1568,,42,Scarborough North(23),,,,Sheppard Ave E And Malvern St / Progress Ave,Scarborough,6076,SHEPPARD AVE E
21032,13445757,Ellesmere Rd,Military Trl,69,,,,,69,"{""type"": ""Point"", ""coordinates"": [-79.1883100064072, 43.7865780023884]}",,,,2009-08-05T04:00:00,,MILITARY TRL,ELLESMERE RD,MILITARY TRL,69,,1195,,43,Scarborough-Rouge Park(25),,,,Ellesmere Rd And Military Trl,Scarborough,6077,ELLESMERE RD
21033,14228400,Kennedy Rd,401 C E Kennedy Rd Ramp,70,,,,,70,"{""type"": ""Point"", ""coordinates"": [-79.2838680047475, 43.7731870021528]}",,,,2017-12-19T05:00:00,WILLIAM KITCHEN RD,401 C E KENNEDY RD RAMP,KENNEDY RD,401 C E KENNEDY RD RAMP,70,,920,HWY 401 SOUTH INTERSECTION,41,Scarborough Centre(21),,,,Kennedy Rd And 401 C E Kennedy Rd Ramp / William Kitchen Rd,Scarborough,6078,KENNEDY RD
21034,13466730,University Ave,Richmond St W,71,,,,,71,"{""type"": ""Point"", ""coordinates"": [-79.3862910070768, 43.6500869989537]}",,,,2017-07-24T04:00:00,,RICHMOND ST W,UNIVERSITY AVE,RICHMOND ST W,71,,79,,52,Spadina-Fort York(10),,,,University Ave And Richmond St W,Toronto and East York,6079,UNIVERSITY AVE
21035,13466117,Adelaide St E,Parliament St,72,,,,,72,"{""type"": ""Point"", ""coordinates"": [-79.3635979983947, 43.6535639991237]}",,,,2017-06-05T04:00:00,,PARLIAMENT ST,ADELAIDE ST E,PARLIAMENT ST,72,,214,,51,Toronto Centre(13),,,,Adelaide St E And Parliament St,Toronto and East York,6080,ADELAIDE ST E
21036,13466931,University Ave,Adelaide St W,73,,,,,73,"{""type"": ""Point"", ""coordinates"": [-79.3855560013834, 43.6488690023181]}",,,,2017-10-20T04:00:00,,ADELAIDE ST W,UNIVERSITY AVE,ADELAIDE ST W,73,,78,,52,Spadina-Fort York(10),,,,University Ave And Adelaide St W,Toronto and East York,6081,UNIVERSITY AVE
21037,13460075,Dixon Rd,Martin Grove Rd,74,,,,,74,"{""type"": ""Point"", ""coordinates"": [-79.5708379982085, 43.6915920028019]}",,,,2017-07-10T04:00:00,,MARTIN GROVE RD,DIXON RD,MARTIN GROVE RD,74,,437,,23,Etobicoke North(1),,Etobicoke Centre(2),,Dixon Rd And Martin Grove Rd,Etobicoke York,6082,DIXON RD
21038,13466604,University Ave,Queen St W,75,,,,,75,"{""type"": ""Point"", ""coordinates"": [-79.3866280046579, 43.6508519992253]}",,,,2017-08-31T04:00:00,,QUEEN ST W,UNIVERSITY AVE,QUEEN ST W,75,,80,,52,Spadina-Fort York(10),,,,University Ave And Queen St W,Toronto and East York,6083,UNIVERSITY AVE
21039,13454197,Keele St,Wilson Ave,76,,,,,76,"{""type"": ""Point"", ""coordinates"": [-79.4820690045095, 43.7266419991172]}",,,,2017-10-20T04:00:00,,WILSON AVE,KEELE ST,WILSON AVE,76,,597,,31,York Centre(6),,,,Keele St And Wilson Ave,North York,6084,KEELE ST
21040,13468307,Lake Shore Blvd W,Spadina Ave,77,,,,,77,"{""type"": ""Point"", ""coordinates"": [-79.3922259986906, 43.6384530045981]}",,52,,2017-08-08T04:00:00,LOWER SPADINA AVE,SPADINA AVE,LAKE SHORE BLVD W,SPADINA AVE,77,,215,E/B LAKE SHORE BLVD,14,Spadina-Fort York(10),,,,Lake Shore Blvd W And Spadina Ave / Lower Spadina Ave,Toronto and East York,6085,LAKE SHORE BLVD W
21041,13469683,Lake Shore Blvd W,Park Lawn Rd,78,,,,,78,"{""type"": ""Point"", ""coordinates"": [-79.4812110096601, 43.6229680112056]}",,,,2017-10-06T04:00:00,MARINE PARADE DR,PARK LAWN RD,LAKE SHORE BLVD W,PARK LAWN RD,78,,230,,22,Etobicoke-Lakeshore(3),,,,Lake Shore Blvd W And Park Lawn Rd / Marine Parade Dr,Etobicoke York,6086,LAKE SHORE BLVD W
21042,13447964,Sheppard Ave E,Bayview Ave,79,,,,,79,"{""type"": ""Point"", ""coordinates"": [-79.38805600118, 43.7665890046042]}",,32,,2017-07-14T04:00:00,,BAYVIEW AVE,SHEPPARD AVE E,BAYVIEW AVE,79,,648,,33,Willowdale(18),,Don Valley North(17),,Sheppard Ave E And Bayview Ave,North York,6087,SHEPPARD AVE E
21043,13447719,Steeles Ave W,Weston Rd,80,,,,,80,"{""type"": ""Point"", ""coordinates"": [-79.5465260053289, 43.7702810010402]}",,,,2017-10-30T04:00:00,,WESTON RD,STEELES AVE W,WESTON RD,80,,1289,,31,Humber River-Black Creek(7),,,,Steeles Ave W And Weston Rd,Etobicoke York,6088,STEELES AVE W
21044,13448786,Lawrence Ave E,Greencedar Crct,81,,,,,81,"{""type"": ""Point"", ""coordinates"": [-79.2330769989999, 43.7581840043566]}",,,,2017-03-10T05:00:00,GREENBRAE CRCT,GREENCEDAR CRCT,LAWRENCE AVE E,GREENCEDAR CRCT,81,,419,,43,Scarborough-Guildwood(24),,,,Lawrence Ave E And Greencedar Crct / Greenbrae Crct,Scarborough,6089,LAWRENCE AVE E
21045,13443562,Finch Ave E,Birchmount Rd,82,,,,,82,"{""type"": ""Point"", ""coordinates"": [-79.3059809951566, 43.7989979995184]}",,,,2017-03-10T05:00:00,,BIRCHMOUNT RD,FINCH AVE E,BIRCHMOUNT RD,82,,1138,,42,Scarborough-Agincourt(22),,,,Finch Ave E And Birchmount Rd,Scarborough,6090,FINCH AVE E
21046,13468751,Bloor St W,The East Mall,83,,,,,83,"{""type"": ""Point"", ""coordinates"": [-79.5567089997178, 43.6369290009577]}",,,,2017-12-19T05:00:00,,THE EAST MALL,BLOOR ST W,THE EAST MALL,83,,792,,22,Etobicoke Centre(2),,Etobicoke-Lakeshore(3),,Bloor St W And The East Mall,Etobicoke York,6092,BLOOR ST W
21047,13455040,Wilson Ave,Jane St,84,,,,,84,"{""type"": ""Point"", ""coordinates"": [-79.5086339938217, 43.7209150020263]}",,,,2017-03-09T05:00:00,,JANE ST,WILSON AVE,JANE ST,84,,532,,31,Humber River-Black Creek(7),,York Centre(6),,Wilson Ave And Jane St,Etobicoke York,6094,WILSON AVE
21048,13442867,Warden Ave,McNicoll Ave,85,,,,,85,"{""type"": ""Point"", ""coordinates"": [-79.3209749936509, 43.8063490021709]}",,,,2017-03-10T05:00:00,,MCNICOLL AVE,WARDEN AVE,MCNICOLL AVE,85,,1287,,42,Scarborough-Agincourt(22),,,,Warden Ave And Mcnicoll Ave,Scarborough,6095,WARDEN AVE
21049,13446042,Steeles Ave W,Keele St,86,,,,,86,"{""type"": ""Point"", ""coordinates"": [-79.49450599924522, 43.7815790029302]}",,,,2017-03-10T05:00:00,,KEELE ST,STEELES AVE W,KEELE ST,86,,602,,31,Humber River-Black Creek(7),,York Centre(6),,Steeles Ave W And Keele St,Etobicoke York,6097,STEELES AVE W
21050,13467345,University Ave,Wellington St W,87,,,,,87,"{""type"": ""Point"", ""coordinates"": [-79.3840989922877, 43.64638300468851]}",,,,2017-09-06T04:00:00,,WELLINGTON ST W,UNIVERSITY AVE,WELLINGTON ST W,87,,76,,52,Spadina-Fort York(10),,,,University Ave And Wellington St W,Toronto and East York,6098,UNIVERSITY AVE
21051,13452362,Albion Rd,Kipling Ave,88,,,,,88,"{""type"": ""Point"", ""coordinates"": [-79.5804020028511, 43.7397240059444]}",,,,2017-07-10T04:00:00,,KIPLING AVE,ALBION RD,KIPLING AVE,88,,734,,23,Etobicoke North(1),,,,Albion Rd And Kipling Ave,Etobicoke York,6099,ALBION RD
21052,13469800,The Queensway,Kipling Ave,89,,,,,89,"{""type"": ""Point"", ""coordinates"": [-79.5267410052857, 43.6209179956827]}",,,,2018-09-05T04:00:00,,KIPLING AVE,THE QUEENSWAY,KIPLING AVE,89,,568,,22,Etobicoke-Lakeshore(3),,,,The Queensway And Kipling Ave,Etobicoke York,6100,THE QUEENSWAY
21053,13444088,Finch Ave E,Gordon Baker Rd,90,,,,,90,"{""type"": ""Point"", ""coordinates"": [-79.3412610045643, 43.7951470000125]}",,,,2017-11-30T05:00:00,FINCH E 404 N RAMP,GORDON BAKER RD,FINCH AVE E,GORDON BAKER RD,90,,1181,,33,Don Valley North(17),,,,Finch Ave E And Gordon Baker Rd / Finch E 404 N Ramp,North York,6101,FINCH AVE E
21054,13463674,Jarvis St,Isabella St,91,,,,,91,"{""type"": ""Point"", ""coordinates"": [-79.3794520049809, 43.6688930027192]}",,,,2017-03-13T04:00:00,,ISABELLA ST,JARVIS ST,ISABELLA ST,91,,12,,51,Toronto Centre(13),,,,Jarvis St And Isabella St,Toronto and East York,6102,JARVIS ST
21055,13452352,Danforth Rd,Brimley Rd,92,,,,,92,"{""type"": ""Point"", ""coordinates"": [-79.2473840010046, 43.7351730038106]}",,43,,2017-03-10T05:00:00,,BRIMLEY RD,DANFORTH RD,BRIMLEY RD,92,,378,,41,Scarborough Southwest(20),,,,Danforth Rd And Brimley Rd,Scarborough,6103,DANFORTH RD
21056,13464879,Dundas St E,River St,93,,,,,93,"{""type"": ""Point"", ""coordinates"": [-79.3581619936977, 43.6611979985476]}",,,,2017-07-10T04:00:00,,RIVER ST,DUNDAS ST E,RIVER ST,93,,293,,51,Toronto Centre(13),,,,Dundas St E And River St,Toronto and East York,6104,DUNDAS ST E
21057,13442036,McCowan Rd,McNicoll Ave,94,,,,,94,"{""type"": ""Point"", ""coordinates"": [-79.2719800057721, 43.8179410082595]}",,,,2017-03-14T04:00:00,,MCNICOLL AVE,MCCOWAN RD,MCNICOLL AVE,94,,1493,,42,Scarborough North(23),,,,Mccowan Rd And Mcnicoll Ave,Scarborough,6105,MCCOWAN RD
21058,13463362,St Clair Ave W,Gunns Rd,95,,,,,95,"{""type"": ""Point"", ""coordinates"": [-79.4711240063789, 43.6717810093395]}",,11,,2017-07-10T04:00:00,OLD STOCK YARDS RD,GUNNS RD,ST CLAIR AVE W,GUNNS RD,95,HOME DEPOT ENTRANCE,1404,,12,York South-Weston(5),,,,St Clair Ave W And Gunns Rd / Old Stock Yards Rd @ Home Depot Entrance,Etobicoke York,6106,ST CLAIR AVE W
21059,13467505,Spadina Ave,King St W,96,,,,,96,"{""type"": ""Point"", ""coordinates"": [-79.3950459963437, 43.6454700030013]}",,52,,2017-11-03T04:00:00,,KING ST W,SPADINA AVE,KING ST W,96,,273,,14,Spadina-Fort York(10),,,,Spadina Ave And King St W,Toronto and East York,6107,SPADINA AVE
21060,13444619,Sheppard Ave E,McCowan Rd,97,,,,,97,"{""type"": ""Point"", ""coordinates"": [-79.2588380089157, 43.7896200075726]}",,,,2017-03-10T05:00:00,,MCCOWAN RD,SHEPPARD AVE E,MCCOWAN RD,97,,938,,42,Scarborough North(23),,,,Sheppard Ave E And Mccowan Rd,Scarborough,6108,SHEPPARD AVE E
21061,13466241,King St E,Parliament St,98,,,,,98,"{""type"": ""Point"", ""coordinates"": [-79.3632450108231, 43.6527289986933]}",,,,2017-03-10T05:00:00,,PARLIAMENT ST,KING ST E,PARLIAMENT ST,98,,245,,51,Toronto Centre(13),,,,King St E And Parliament St,Toronto and East York,6109,KING ST E
21062,13456327,Rexdale Blvd,Martin Grove Rd,99,,,,,99,"{""type"": ""Point"", ""coordinates"": [-79.581117010177, 43.7138439993169]}",,,,2017-04-11T04:00:00,,MARTIN GROVE RD,REXDALE BLVD,MARTIN GROVE RD,99,,790,,23,Etobicoke North(1),,,,Rexdale Blvd And Martin Grove Rd,Etobicoke York,6110,REXDALE BLVD
21063,13469998,The Queensway,The East Mall,100,,,,,100,"{""type"": ""Point"", ""coordinates"": [-79.5462869918465, 43.6164190042953]}",,,,2017-10-06T04:00:00,,THE EAST MALL,THE QUEENSWAY,THE EAST MALL,100,,911,,22,Etobicoke-Lakeshore(3),,,,The Queensway And The East Mall,Etobicoke York,6111,THE QUEENSWAY
21064,13460975,St Clair Ave W,Spadina Rd,101,,,,,101,"{""type"": ""Point"", ""coordinates"": [-79.4111690060153, 43.6846250039646]}",,53,,2017-07-14T04:00:00,,SPADINA RD,ST CLAIR AVE W,SPADINA RD,101,,479,,13,Toronto-St. Paul's(12),,,,St Clair Ave W And Spadina Rd,Toronto and East York,6112,ST CLAIR AVE W
21065,13447779,Dufferin St,Finch Ave W,102,,,,,102,"{""type"": ""Point"", ""coordinates"": [-79.4669269987134, 43.768852005786904]}",,,,2017-06-05T04:00:00,,FINCH AVE W,DUFFERIN ST,FINCH AVE W,102,,618,,32,York Centre(6),,,,Dufferin St And Finch Ave W,North York,6113,DUFFERIN ST
21066,13469914,Islington Ave,Evans Ave,103,,,,,103,"{""type"": ""Point"", ""coordinates"": [-79.5113280068698, 43.61839300207511]}",,,,2017-06-05T04:00:00,,EVANS AVE,ISLINGTON AVE,EVANS AVE,103,,775,,22,Etobicoke-Lakeshore(3),,,,Islington Ave And Evans Ave,Etobicoke York,6114,ISLINGTON AVE
21067,13463137,Eglinton Ave W,Martin Grove Rd,104,,,,,104,"{""type"": ""Point"", ""coordinates"": [-79.5631760034985, 43.6744770028432]}",,22,,2017-07-10T04:00:00,,MARTIN GROVE RD,EGLINTON AVE W,MARTIN GROVE RD,104,,786,,23,Etobicoke North(1),,Etobicoke Centre(2),,Eglinton Ave W And Martin Grove Rd,Etobicoke York,6115,EGLINTON AVE W
21068,13442866,Finch Ave E,Brimley Rd,105,,,,,105,"{""type"": ""Point"", ""coordinates"": [-79.2773999905335, 43.8057060076328]}",,,,2017-03-10T05:00:00,,BRIMLEY RD,FINCH AVE E,BRIMLEY RD,105,,1178,,42,Scarborough North(23),,,,Finch Ave E And Brimley Rd,Scarborough,6116,FINCH AVE E
21069,13468970,Lake Shore Blvd W,Jameson Ave,106,,,,,106,"{""type"": ""Point"", ""coordinates"": [-79.43456300188022, 43.6333410037216]}",,,,2017-07-10T04:00:00,,JAMESON AVE,LAKE SHORE BLVD W,JAMESON AVE,106,,224,,14,Parkdale-High Park(4),,,,Lake Shore Blvd W And Jameson Ave,Toronto and East York,6117,LAKE SHORE BLVD W
21070,13452053,Eglinton Ave E,Danforth Rd,107,,,,,107,"{""type"": ""Point"", ""coordinates"": [-79.2461639921163, 43.7370970034513]}",,,,2017-03-10T05:00:00,,DANFORTH RD,EGLINTON AVE E,DANFORTH RD,107,,379,,43,Scarborough Centre(21),,Scarborough Southwest(20),,Eglinton Ave E And Danforth Rd,Scarborough,6118,EGLINTON AVE E
21071,13442522,Neilson Rd,McLevin Ave,108,,,,,108,"{""type"": ""Point"", ""coordinates"": [-79.2216579986745, 43.8091730021276]}",,,,2017-06-05T04:00:00,,MCLEVIN AVE,NEILSON RD,MCLEVIN AVE,108,,1339,,42,Scarborough North(23),,Scarborough-Rouge Park(25),,Neilson Rd And Mclevin Ave,Scarborough,6119,NEILSON RD
21072,13467394,Simcoe St,Wellington St W,109,,,,,109,"{""type"": ""Point"", ""coordinates"": [-79.3855610005702, 43.6460530112796]}",,,,2017-08-08T04:00:00,,WELLINGTON ST W,SIMCOE ST,WELLINGTON ST W,109,,264,,52,Spadina-Fort York(10),,,,Simcoe St And Wellington St W,Toronto and East York,6120,SIMCOE ST
21073,13448840,Jane St,Stong Crt,110,,,,,110,"{""type"": ""Point"", ""coordinates"": [-79.518821999491, 43.7619170059083]}",,,,2017-10-20T04:00:00,YORK GATE BLVD,STONG CRT,JANE ST,STONG CRT,110,,972,,31,Humber River-Black Creek(7),,,,Jane St And Stong Crt / York Gate Blvd,Etobicoke York,6121,JANE ST
21074,13446514,Ellesmere Rd,Bellamy Rd N,111,,,,,111,"{""type"": ""Point"", ""coordinates"": [-79.2417590066978, 43.774333999948205]}",,,,2017-03-10T05:00:00,,BELLAMY RD N,ELLESMERE RD,BELLAMY RD N,111,,700,,43,Scarborough-Guildwood(24),,,,Ellesmere Rd And Bellamy Rd N,Scarborough,6122,ELLESMERE RD
21075,13450163,Lawrence Ave E,Kennedy Rd,112,,,,,112,"{""type"": ""Point"", ""coordinates"": [-79.2749340070665, 43.7494969990726]}",,,,2017-03-10T05:00:00,,KENNEDY RD,LAWRENCE AVE E,KENNEDY RD,112,,412,,41,Scarborough Centre(21),,,,Lawrence Ave E And Kennedy Rd,Scarborough,6123,LAWRENCE AVE E
21076,13454488,Warden Ave,Comstock Rd,113,,,,,113,"{""type"": ""Point"", ""coordinates"": [-79.2849930048744, 43.7215320000156]}",,,,2017-03-10T05:00:00,,COMSTOCK RD,WARDEN AVE,COMSTOCK RD,113,,690,,41,Scarborough Southwest(20),,,,Warden Ave And Comstock Rd,Scarborough,6124,WARDEN AVE
21077,13443955,Sheppard Ave E,Malvern St,114,,,,,114,"{""type"": ""Point"", ""coordinates"": [-79.2349310078247, 43.7946620094042]}",,,,2017-05-03T04:00:00,PROGRESS AVE,MALVERN ST,SHEPPARD AVE E,MALVERN ST,114,,1568,,42,Scarborough North(23),,,,Sheppard Ave E And Malvern St / Progress Ave,Scarborough,6125,SHEPPARD AVE E
21078,13456668,Rexdale Blvd,Kipling Ave,115,,,,,115,"{""type"": ""Point"", ""coordinates"": [-79.5667019990785, 43.7117030085107]}",,,,2017-10-20T04:00:00,,KIPLING AVE,REXDALE BLVD,KIPLING AVE,115,,732,,23,Etobicoke North(1),,,,Rexdale Blvd And Kipling Ave,Etobicoke York,6126,REXDALE BLVD
21079,13458367,Weston Rd,Lawrence Ave W,116,,,,,116,"{""type"": ""Point"", ""coordinates"": [-79.5162009996174, 43.7001579982337]}",,,,2017-10-20T04:00:00,,LAWRENCE AVE W,WESTON RD,LAWRENCE AVE W,116,,431,,12,York South-Weston(5),,,,Weston Rd And Lawrence Ave W,Etobicoke York,6127,WESTON RD
21080,13452733,Islington Ave,Albion Rd,117,,,,,117,"{""type"": ""Point"", ""coordinates"": [-79.5653050069778, 43.7372359965559]}",,,,2017-06-19T04:00:00,,ALBION RD,ISLINGTON AVE,ALBION RD,117,,717,,23,Etobicoke North(1),,,,Islington Ave And Albion Rd,Etobicoke York,6128,ISLINGTON AVE
21081,13469672,The Queensway,Islington Ave,118,,,,,118,"{""type"": ""Point"", ""coordinates"": [-79.514782999002, 43.6235920006623]}",,,,2018-02-16T05:00:00,,ISLINGTON AVE,THE QUEENSWAY,ISLINGTON AVE,118,,567,,22,Etobicoke-Lakeshore(3),,,,The Queensway And Islington Ave,Etobicoke York,6129,THE QUEENSWAY
21082,,,,119,,,,,119,"{""type"": ""Point"", ""coordinates"": [-79.4200839983511, 43.7979990068179]}",,,,2017-08-11T04:00:00,,STEELES AVE,YONGE ST,STEELES AVE,119,,131,,32,Willowdale(18),,,,Yonge St And Steeles Ave,North York,6130,YONGE ST
21083,13463893,St Clair Ave W,Runnymede Rd,120,,,,,120,"{""type"": ""Point"", ""coordinates"": [-79.4835639906144, 43.6689929996743]}",,11,,2017-08-11T04:00:00,,RUNNYMEDE RD,ST CLAIR AVE W,RUNNYMEDE RD,120,,494,,12,York South-Weston(5),,,,St Clair Ave W And Runnymede Rd,Etobicoke York,6131,ST CLAIR AVE W
21084,13453141,Warden Ave,Ashtonbee Rd,121,,,,,121,"{""type"": ""Point"", ""coordinates"": [-79.2887619943645, 43.7307110016848]}",,,,2017-03-13T04:00:00,,ASHTONBEE RD,WARDEN AVE,ASHTONBEE RD,121,,1377,,41,Scarborough Centre(21),,,,Warden Ave And Ashtonbee Rd,Scarborough,6132,WARDEN AVE
21085,13456952,Keele St,Lawrence Ave W,122,,,,,122,"{""type"": ""Point"", ""coordinates"": [-79.4780619980855, 43.70865900724171]}",,,,2017-08-11T04:00:00,,LAWRENCE AVE W,KEELE ST,LAWRENCE AVE W,122,,428,,12,York South-Weston(5),,,,Keele St And Lawrence Ave W,Etobicoke York,6134,KEELE ST
21086,13442651,Birchmount Rd,McNicoll Ave,123,,,,,123,"{""type"": ""Point"", ""coordinates"": [-79.31116799788231, 43.8086369998735]}",,,,2017-08-11T04:00:00,,MCNICOLL AVE,BIRCHMOUNT RD,MCNICOLL AVE,123,,1413,,42,Scarborough-Agincourt(22),,,,Birchmount Rd And Mcnicoll Ave,Scarborough,6135,BIRCHMOUNT RD
21087,13442502,Finch Ave E,Middlefield Rd,124,,,,,124,"{""type"": ""Point"", ""coordinates"": [-79.2576989968394, 43.8098879984202]}",,,,2017-03-24T04:00:00,,MIDDLEFIELD RD,FINCH AVE E,MIDDLEFIELD RD,124,,1431,,42,Scarborough North(23),,,,Finch Ave E And Middlefield Rd,Scarborough,6136,FINCH AVE E
21088,13459022,Dixon Rd,Islington Ave,125,,,,,125,"{""type"": ""Point"", ""coordinates"": [-79.5467310031199, 43.6970490024325]}",,,,2017-12-19T05:00:00,,ISLINGTON AVE,DIXON RD,ISLINGTON AVE,125,,434,,23,Etobicoke North(1),,Etobicoke Centre(2),,Dixon Rd And Islington Ave,Etobicoke York,6137,DIXON RD
21089,13468134,Spadina Ave,Bremner Blvd,126,,,,,126,"{""type"": ""Point"", ""coordinates"": [-79.39300400153301, 43.6405620021071]}",,52,,2017-09-28T04:00:00,FORT YORK BLVD,BREMNER BLVD,SPADINA AVE,BREMNER BLVD,126,,1579,,14,Spadina-Fort York(10),,,,Spadina Ave And Bremner Blvd / Fort York Blvd,Toronto and East York,6138,SPADINA AVE
21090,13469508,The Queensway,Royal York Rd,127,,,,,127,"{""type"": ""Point"", ""coordinates"": [-79.5026320022918, 43.6263360042642]}",,,,2017-06-05T04:00:00,,ROYAL YORK RD,THE QUEENSWAY,ROYAL YORK RD,127,,565,,22,Etobicoke-Lakeshore(3),,,,The Queensway And Royal York Rd,Etobicoke York,6139,THE QUEENSWAY
21091,13468803,Lake Shore Blvd W,Strachan Ave,128,,,,,128,"{""type"": ""Point"", ""coordinates"": [-79.4087450089457, 43.6344420021957]}",,,,2017-10-06T04:00:00,REMEMBRANCE DR,STRACHAN AVE,LAKE SHORE BLVD W,STRACHAN AVE,128,,222,,14,Spadina-Fort York(10),,,,Lake Shore Blvd W And Strachan Ave / Remembrance Dr,Toronto and East York,6140,LAKE SHORE BLVD W
21092,13448547,Lawrence Ave E,Markham Rd,129,,,,,129,"{""type"": ""Point"", ""coordinates"": [-79.2253240008177, 43.7598219974576]}",,,,2017-03-24T04:00:00,,MARKHAM RD,LAWRENCE AVE E,MARKHAM RD,129,,420,,43,Scarborough-Guildwood(24),,,,Lawrence Ave E And Markham Rd,Scarborough,6141,LAWRENCE AVE E
21093,13455910,Jane St,Falstaff Ave,130,,,,,130,"{""type"": ""Point"", ""coordinates"": [-79.507223997328, 43.71545601023811]}",,,,2017-10-20T04:00:00,GORDON MACKAY RD,FALSTAFF AVE,JANE ST,FALSTAFF AVE,130,,531,,12,York South-Weston(5),,,,Jane St And Falstaff Ave / Gordon Mackay Rd,Etobicoke York,6142,JANE ST
21094,13454662,Avenue Rd,Lawrence Ave W,131,,,,,131,"{""type"": ""Point"", ""coordinates"": [-79.4156090060983, 43.7222550020132]}",,53,,2017-03-14T04:00:00,,LAWRENCE AVE W,AVENUE RD,LAWRENCE AVE W,131,,119,,32,Eglinton-Lawrence(8),,,,Avenue Rd And Lawrence Ave W,North York,6143,AVENUE RD
21095,13443081,Pharmacy Ave,McNicoll Ave,132,,,,,132,"{""type"": ""Point"", ""coordinates"": [-79.330734002608, 43.8041220005354]}",,,,2017-03-24T04:00:00,,MCNICOLL AVE,PHARMACY AVE,MCNICOLL AVE,132,,1241,,42,Scarborough-Agincourt(22),,,,Pharmacy Ave And Mcnicoll Ave,Scarborough,6145,PHARMACY AVE
21096,13445553,Markham Rd,Progress Ave,133,,,,,133,"{""type"": ""Point"", ""coordinates"": [-79.2338900025899, 43.7817459980458]}",,,,2017-08-11T04:00:00,,PROGRESS AVE,MARKHAM RD,PROGRESS AVE,133,,878,,43,Scarborough-Guildwood(24),,,,Markham Rd And Progress Ave,Scarborough,6146,MARKHAM RD
21097,13444062,Markham Rd,Sheppard Ave E,134,,,,,134,"{""type"": ""Point"", ""coordinates"": [-79.2387520051422, 43.7938690047402]}",,,,2017-04-11T04:00:00,,SHEPPARD AVE E,MARKHAM RD,SHEPPARD AVE E,134,,701,,42,Scarborough North(23),,,,Markham Rd And Sheppard Ave E,Scarborough,6147,MARKHAM RD
21098,13445096,Don Mills Rd,Van Horne Ave,135,,,,,135,"{""type"": ""Point"", ""coordinates"": [-79.3530289956111, 43.7873450079363]}",,,,2017-07-10T04:00:00,,VAN HORNE AVE,DON MILLS RD,VAN HORNE AVE,135,,628,,33,Don Valley North(17),,,,Don Mills Rd And Van Horne Ave,North York,6148,DON MILLS RD
21099,13443095,Sheppard Ave E,Morningside Ave,136,,,,,136,"{""type"": ""Point"", ""coordinates"": [-79.1997710048694, 43.8019740056559]}",,,,2017-03-10T05:00:00,,MORNINGSIDE AVE,SHEPPARD AVE E,MORNINGSIDE AVE,136,,1108,,42,Scarborough-Rouge Park(25),,,,Sheppard Ave E And Morningside Ave,Scarborough,6149,SHEPPARD AVE E
